line_ref,route_short_name,operator_id,operator_name,lat,lon,bearing,velocity,recorded_at
34620,34620,5,Egged,32.080406,34.794212,18,25.0,2026-04-19T14:34:46+00:00
34619,34619,5,Egged,32.116703,34.803856,218,0.0,2026-04-19T14:35:00+00:00
34619,34619,5,Egged,32.090622,34.795269,180,0.0,2026-04-19T14:35:01+00:00
34619,34619,5,Egged,32.077694,34.792328,194,43.0,2026-04-19T14:35:26+00:00
34619,34619,5,Egged,32.061344,34.804951,160,0.0,2026-04-19T14:35:40+00:00
34619,34619,5,Egged,32.055748,34.83371,204,32.0,2026-04-19T14:35:15+00:00
34619,34619,5,Egged,32.065262,34.845669,50,0.0,2026-04-19T14:35:31+00:00
3712,3712,3,Dan,32.788998,35.007393,90,0.0,2026-04-19T14:35:00+00:00
3712,3712,3,Dan,32.787422,34.999588,268,0.0,2026-04-19T14:35:41+00:00
3712,3712,3,Dan,32.802494,34.987324,120,18.0,2026-04-19T14:35:41+00:00
3712,3712,3,Dan,32.807709,34.990337,330,0.0,2026-04-19T14:26:18+00:00
3712,3712,3,Dan,32.820431,34.992535,308,0.0,2026-04-19T14:34:59+00:00
3719,3719,3,Dan,32.792934,34.957832,272,0.0,2026-04-19T14:35:34+00:00
3719,3719,3,Dan,32.819641,34.958744,10,0.0,2026-04-19T14:35:41+00:00
3719,3719,3,Dan,32.804131,34.98568,164,0.0,2026-04-19T14:34:23+00:00
3701,3701,3,Dan,32.802765,35.007187,82,0.0,2026-04-19T14:35:34+00:00
3701,3701,3,Dan,32.823498,34.976349,296,0.0,2026-04-19T14:35:30+00:00
3703,3703,3,Dan,32.821087,34.969563,24,22.0,2026-04-19T14:34:42+00:00
3703,3703,3,Dan,32.80571,35.002068,128,0.0,2026-04-19T14:35:01+00:00
3709,3709,3,Dan,32.830124,34.984142,292,0.0,2026-04-19T14:35:29+00:00
3709,3709,3,Dan,32.818996,34.99139,204,4.0,2026-04-19T14:35:40+00:00
3709,3709,3,Dan,32.80727,34.999046,158,0.0,2026-04-19T14:26:13+00:00
3709,3709,3,Dan,32.786873,34.99604,98,0.0,2026-04-19T14:35:33+00:00
3709,3709,3,Dan,32.785885,34.988354,42,0.0,2026-04-19T14:34:52+00:00
3709,3709,3,Dan,32.782349,35.012775,90,0.0,2026-04-19T14:35:25+00:00
34675,34675,15,Nateev Express,31.696256,34.759361,160,76.0,2026-04-19T14:35:29+00:00
20070,20070,3,Dan,32.007813,34.761196,193,83.0,2026-04-19T14:35:40+00:00
20070,20070,3,Dan,31.684549,34.609924,200,83.0,2026-04-19T14:35:39+00:00
20071,20071,8,,32.841571,35.429771,237,54.0,2026-04-19T14:35:29+00:00
3575,3575,3,Dan,32.818787,34.987724,298,0.0,2026-04-19T14:34:52+00:00
3575,3575,3,Dan,32.805042,35.002125,170,0.0,2026-04-19T14:27:19+00:00
3593,3593,3,Dan,32.786781,35.009933,18,0.0,2026-04-19T14:35:05+00:00
3595,3595,3,Dan,32.784531,35.012409,320,0.0,2026-04-19T14:35:40+00:00
3891,3891,3,Dan,32.750813,35.073765,226,65.0,2026-04-19T14:35:35+00:00
3891,3891,3,Dan,32.776054,35.041031,316,0.0,2026-04-19T14:26:37+00:00
3883,3883,3,Dan,32.767708,35.045719,144,55.0,2026-04-19T14:35:36+00:00
3883,3883,3,Dan,32.752899,35.09322,148,19.0,2026-04-19T14:35:03+00:00
3883,3883,3,Dan,32.747917,35.091015,212,24.0,2026-04-19T14:35:19+00:00
3877,3877,3,Dan,32.767155,35.046635,296,0.0,2026-04-19T14:34:40+00:00
3916,3916,3,Dan,32.784988,35.01746,188,0.0,2026-04-19T14:35:42+00:00
3916,3916,3,Dan,32.764889,35.047134,108,0.0,2026-04-19T14:34:53+00:00
3918,3918,3,Dan,32.760139,35.048309,163,0.0,2026-04-19T14:35:36+00:00
3918,3918,3,Dan,32.781101,35.014458,10,0.0,2026-04-19T14:35:07+00:00
3908,3908,3,Dan,32.798828,34.998707,264,0.0,2026-04-19T14:35:00+00:00
3908,3908,3,Dan,32.779884,35.013588,188,0.0,2026-04-19T14:34:44+00:00
34461,34461,38,,31.786502,35.18045,262,0.0,2026-04-19T14:31:41+00:00
34461,34461,38,,31.798248,35.230865,184,14.0,2026-04-19T14:24:41+00:00
34461,34461,38,,31.808679,35.205421,112,0.0,2026-04-19T14:14:39+00:00
34461,34461,38,,31.830669,35.236305,140,47.0,2026-04-19T14:33:54+00:00
34462,34462,38,,31.838647,35.247985,136,0.0,2026-04-19T13:42:01+00:00
34462,34462,38,,31.826047,35.187767,272,0.0,2026-04-19T14:35:00+00:00
34462,34462,38,,31.815288,35.202732,121,0.0,2026-04-19T14:35:36+00:00
34462,34462,38,,31.825695,35.188709,0,0.0,2026-04-19T13:56:41+00:00
34462,34462,38,,31.838703,35.240192,2,0.0,2026-04-19T14:35:35+00:00
34463,34463,38,,31.790485,35.246971,204,0.0,2026-04-19T14:26:41+00:00
34463,34463,38,,31.80758,35.22639,242,0.0,2026-04-19T14:35:01+00:00
34463,34463,38,,31.811733,35.212802,15,0.0,2026-04-19T14:35:39+00:00
34463,34463,38,,31.841947,35.240314,354,22.0,2026-04-19T14:35:35+00:00
34464,34464,38,,31.838447,35.246803,328,0.0,2026-04-19T14:35:00+00:00
34464,34464,38,,31.837478,35.245151,88,36.0,2026-04-19T14:33:43+00:00
34464,34464,38,,31.825878,35.188766,338,0.0,2026-04-19T14:29:41+00:00
34464,34464,38,,31.832242,35.233318,146,58.0,2026-04-19T14:35:36+00:00
34457,34457,18,Galim,32.501911,35.087089,0,0.0,2026-04-19T14:10:26+00:00
34457,34457,18,Galim,32.502979,35.059528,138,32.0,2026-04-19T14:07:11+00:00
34457,34457,18,Galim,32.501911,35.087089,0,0.0,2026-04-19T14:16:14+00:00
34457,34457,18,Galim,32.500881,35.107376,108,25.0,2026-04-19T14:35:29+00:00
34450,34450,22,,32.0657538,34.7835211,45,38.0,2026-04-19T14:35:44+00:00
34450,34450,22,,32.087365,34.8130949,0,0.0,2026-04-19T14:35:42+00:00
34450,34450,22,,32.0937871,34.8450875,78,47.0,2026-04-19T14:35:44+00:00
34458,34458,18,Galim,32.497917,35.124458,246,0.0,2026-04-19T14:34:14+00:00
34458,34458,18,Galim,32.501655,35.105113,282,36.0,2026-04-19T14:35:36+00:00
34459,34459,38,,31.786657,35.203643,102,0.0,2026-04-19T13:42:41+00:00
34459,34459,38,,31.826164,35.188117,274,0.0,2026-04-19T14:35:00+00:00
34459,34459,38,,31.817501,35.196743,126,0.0,2026-04-19T14:29:19+00:00
34459,34459,38,,31.809055,35.219543,106,0.0,2026-04-19T14:35:31+00:00
34459,34459,38,,31.807832,35.226295,106,0.0,2026-04-19T14:02:51+00:00
34460,34460,38,,31.784448,35.201557,186,0.0,2026-04-19T14:18:41+00:00
34460,34460,38,,31.809988,35.217041,270,0.0,2026-04-19T14:35:20+00:00
34460,34460,38,,31.81517,35.20684,42,0.0,2026-04-19T14:35:19+00:00
34447,34447,22,,32.052713,34.759195,186,0.0,2026-04-19T14:35:40+00:00
34447,34447,22,,32.029751,34.7501057,199,19.0,2026-04-19T14:35:44+00:00
34447,34447,22,,32.0814906,34.7960738,251,4.0,2026-04-19T14:35:44+00:00
34447,34447,22,,32.0946233,34.8860465,0,6.0,2026-04-19T14:35:44+00:00
34447,34447,22,,32.0914578,34.8670506,276,30.0,2026-04-19T14:35:44+00:00
34447,34447,22,,32.0927229,34.8527056,269,0.0,2026-04-19T14:35:28+00:00
34447,34447,22,,32.0908894,34.8227582,256,22.0,2026-04-19T14:35:44+00:00
34447,34447,22,,32.06264,34.7747426,235,0.0,2026-04-19T14:35:04+00:00
34447,34447,22,,32.0583279,34.7625389,244,0.0,2026-04-19T14:35:36+00:00
34447,34447,22,,32.0267134,34.7439844,267,0.0,2026-04-19T14:35:26+00:00
34447,34447,22,,32.0150784,34.7528531,116,0.0,2026-04-19T14:35:42+00:00
34447,34447,22,,32.0041516,34.7480479,203,16.0,2026-04-19T14:35:44+00:00
34448,34448,22,,32.0160216,34.7506346,294,25.0,2026-04-19T14:35:44+00:00
34448,34448,22,,32.0266265,34.7435845,3,10.0,2026-04-19T14:35:44+00:00
34448,34448,22,,32.0319891,34.7513219,27,38.0,2026-04-19T14:35:44+00:00
34448,34448,22,,32.0608897,34.7685736,61,62.0,2026-04-19T14:35:44+00:00
34448,34448,22,,32.0705241,34.788814,37,22.0,2026-04-19T14:35:44+00:00
34448,34448,22,,32.0926256,34.8533901,90,2.0,2026-04-19T14:35:44+00:00
34448,34448,22,,32.0576968,34.7601314,8,9.0,2026-04-19T14:35:44+00:00
34448,34448,22,,32.005138,34.7486391,0,3.0,2026-04-19T14:35:44+00:00
34448,34448,22,,32.0453321,34.7583147,18,24.0,2026-04-19T14:35:44+00:00
34448,34448,22,,32.0828638,34.8028399,76,25.0,2026-04-19T14:35:44+00:00
34448,34448,22,,32.0920629,34.8778004,0,0.0,2026-04-19T14:35:34+00:00
34449,34449,22,,32.1059117,34.8606171,0,11.0,2026-04-19T14:35:44+00:00
34449,34449,22,,32.0926392,34.8351512,268,72.0,2026-04-19T14:35:44+00:00
34449,34449,22,,32.0829494,34.8024843,244,21.0,2026-04-19T14:35:44+00:00
34449,34449,22,,32.0650069,34.7824003,225,0.0,2026-04-19T14:35:42+00:00
34449,34449,22,,32.0597682,34.7657364,249,35.0,2026-04-19T14:35:44+00:00
3773,3773,3,Dan,32.830109,34.984104,326,0.0,2026-04-19T14:34:55+00:00
3773,3773,3,Dan,32.80529,34.987877,220,0.0,2026-04-19T14:35:27+00:00
3773,3773,3,Dan,32.794476,34.985157,168,40.0,2026-04-19T14:35:39+00:00
3773,3773,3,Dan,32.73534,35.065315,124,54.0,2026-04-19T14:34:50+00:00
3777,3777,3,Dan,32.683701,35.06765,22,34.0,2026-04-19T14:35:21+00:00
3777,3777,3,Dan,32.709724,35.06736,8,25.0,2026-04-19T14:35:41+00:00
3777,3777,3,Dan,32.778126,34.998608,312,40.0,2026-04-19T14:35:42+00:00
3777,3777,3,Dan,32.823654,34.993137,50,4.0,2026-04-19T14:35:42+00:00
3761,3761,3,Dan,32.804245,35.008118,318,23.0,2026-04-19T14:35:34+00:00
3768,3768,3,Dan,32.806351,34.991566,148,0.0,2026-04-19T14:35:40+00:00
3791,3791,3,Dan,32.830509,34.981022,102,0.0,2026-04-19T14:35:27+00:00
3791,3791,3,Dan,32.820606,34.984001,163,0.0,2026-04-19T14:32:03+00:00
3791,3791,3,Dan,32.797428,35.015755,132,0.0,2026-04-19T14:35:05+00:00
3791,3791,3,Dan,32.796375,35.017979,312,4.0,2026-04-19T14:26:44+00:00
3794,3794,3,Dan,32.80365,35.007008,282,26.0,2026-04-19T14:35:17+00:00
3794,3794,3,Dan,32.831333,34.978813,274,0.0,2026-04-19T14:35:03+00:00
3782,3782,3,Dan,32.78854,35.018837,144,0.0,2026-04-19T14:35:33+00:00
3782,3782,3,Dan,32.78854,35.018837,144,0.0,2026-04-19T14:35:33+00:00
3723,3723,3,Dan,32.81707,34.959572,142,18.0,2026-04-19T14:35:41+00:00
3726,3726,3,Dan,31.717131,35.998871,100,0.0,2026-04-19T14:35:03+00:00
3729,3729,3,Dan,32.817017,34.978748,121,29.0,2026-04-19T14:35:27+00:00
3753,3753,3,Dan,32.765434,35.015553,112,41.0,2026-04-19T14:35:15+00:00
3743,3743,3,Dan,32.798737,34.984676,206,0.0,2026-04-19T14:35:42+00:00
3748,3748,3,Dan,32.803917,34.972725,124,0.0,2026-04-19T14:33:51+00:00
34314,34314,18,Galim,32.462814,35.043819,301,36.0,2026-04-19T14:19:18+00:00
34319,34319,31,Nadan,31.664091,34.566986,226,0.0,2026-04-19T14:35:24+00:00
34315,34315,18,Galim,32.479522,34.947868,176,0.0,2026-04-19T14:35:35+00:00
34316,34316,3,Dan,32.074547,34.790585,194,0.0,2026-04-19T14:35:18+00:00
34316,34316,3,Dan,32.052052,34.784161,180,65.0,2026-04-19T14:35:40+00:00
34316,34316,3,Dan,31.885347,34.946636,142,22.0,2026-04-19T14:35:36+00:00
34316,34316,3,Dan,31.871664,34.962246,120,7.0,2026-04-19T14:35:10+00:00
34316,34316,3,Dan,31.854546,34.982277,164,29.0,2026-04-19T14:35:33+00:00
34317,34317,3,Dan,31.739096,35.212002,212,43.0,2026-04-19T14:35:43+00:00
34317,34317,3,Dan,31.74493,35.213017,106,0.0,2026-04-19T14:32:05+00:00
34317,34317,3,Dan,31.766787,35.202705,208,0.0,2026-04-19T14:35:29+00:00
34317,34317,3,Dan,31.92437,34.927891,348,22.0,2026-04-19T14:35:38+00:00
34317,34317,3,Dan,32.014629,34.826721,311,101.0,2026-04-19T14:35:42+00:00
34318,34318,31,Nadan,31.664043,34.565994,276,0.0,2026-04-19T14:35:38+00:00
34328,34328,18,Galim,32.569271,34.954879,176,94.0,2026-04-19T14:25:15+00:00
34328,34328,18,Galim,32.538116,35.040477,75,0.0,2026-04-19T14:26:11+00:00
34329,34329,18,Galim,32.58496,34.95721,144,54.0,2026-04-19T14:33:29+00:00
34368,34368,18,Galim,32.195808,34.886463,328,0.0,2026-04-19T14:34:24+00:00
20542,20542,16,Kavim,31.71767,35.997974,284,0.0,2026-04-19T14:32:29+00:00
20464,20464,3,Dan,33.216965,35.608376,208,40.0,2026-04-19T14:35:41+00:00
20461,20461,3,Dan,33.20908,35.569363,212,0.0,2026-04-19T14:33:42+00:00
20461,20461,3,Dan,33.161213,35.651333,58,0.0,2026-04-19T14:33:20+00:00
20466,20466,3,Dan,33.214294,35.570644,188,0.0,2026-04-19T14:35:31+00:00
20493,20493,15,Nateev Express,31.807802,35.033851,127,25.0,2026-04-19T14:35:35+00:00
20494,20494,15,Nateev Express,31.962865,34.942096,0,36.0,2026-04-19T14:35:12+00:00
20420,20420,3,Dan,31.987198,34.774776,208,0.0,2026-04-19T14:35:33+00:00
20420,20420,3,Dan,31.984674,34.773182,208,0.0,2026-04-19T14:35:42+00:00
20420,20420,3,Dan,31.986347,34.787373,2,36.0,2026-04-19T14:35:41+00:00
20420,20420,3,Dan,31.967953,34.7845,202,25.0,2026-04-19T14:35:40+00:00
20420,20420,3,Dan,31.960987,34.801193,76,25.0,2026-04-19T14:35:39+00:00
20420,20420,3,Dan,31.961048,34.802151,88,25.0,2026-04-19T14:35:16+00:00
20420,20420,3,Dan,31.964275,34.806541,90,0.0,2026-04-19T14:34:37+00:00
20420,20420,3,Dan,31.962065,34.807568,180,0.0,2026-04-19T14:35:22+00:00
20420,20420,3,Dan,31.955404,34.822144,200,29.0,2026-04-19T14:35:29+00:00
20420,20420,3,Dan,31.948015,34.822639,304,11.0,2026-04-19T14:35:43+00:00
20421,20421,3,Dan,31.900984,34.809395,158,22.0,2026-04-19T14:35:33+00:00
20423,20423,3,Dan,31.902752,34.798889,10,57.0,2026-04-19T14:35:42+00:00
20419,20419,3,Dan,31.951784,34.815075,90,0.0,2026-04-19T14:35:43+00:00
20419,20419,3,Dan,31.962856,34.817825,288,32.0,2026-04-19T14:34:57+00:00
20419,20419,3,Dan,31.965857,34.803192,258,0.0,2026-04-19T14:35:40+00:00
20419,20419,3,Dan,31.964001,34.798424,276,25.0,2026-04-19T14:35:38+00:00
20419,20419,3,Dan,31.96909,34.784035,290,0.0,2026-04-19T14:35:38+00:00
20419,20419,3,Dan,31.985506,34.78727,184,11.0,2026-04-19T14:35:28+00:00
20419,20419,3,Dan,31.982994,34.772476,28,43.0,2026-04-19T14:35:42+00:00
20325,20325,14,Nateev Express,31.717288,35.998985,160,0.0,2026-04-19T14:26:20+00:00
20310,20310,34,Afikim,31.743835,34.983486,178,0.0,2026-04-19T14:28:49+00:00
20310,20310,34,Afikim,31.787847,35.01379,356,79.0,2026-04-19T14:35:34+00:00
20309,20309,34,Afikim,31.789899,35.202178,46,0.0,2026-04-19T14:29:21+00:00
20309,20309,34,Afikim,31.751539,34.994007,118,0.0,2026-04-19T14:35:12+00:00
20309,20309,34,Afikim,31.7485,34.987384,272,29.0,2026-04-19T14:35:28+00:00
20309,20309,34,Afikim,31.749856,34.97903,222,43.0,2026-04-19T14:35:30+00:00
20309,20309,34,Afikim,31.73936,34.976188,302,0.0,2026-04-19T14:35:29+00:00
20305,20305,34,Afikim,31.800794,35.175148,263,47.0,2026-04-19T14:35:17+00:00
20305,20305,34,Afikim,31.756067,34.988216,88,0.0,2026-04-19T14:35:25+00:00
20305,20305,34,Afikim,31.750392,34.980361,274,0.0,2026-04-19T14:35:32+00:00
20305,20305,34,Afikim,31.809799,35.205318,348,0.0,2026-04-19T13:50:59+00:00
20305,20305,34,Afikim,31.739772,34.97631,14,18.0,2026-04-19T14:35:25+00:00
20305,20305,34,Afikim,31.740938,34.991008,97,14.0,2026-04-19T14:35:26+00:00
20306,20306,34,Afikim,31.700214,34.97961,256,29.0,2026-04-19T14:32:59+00:00
20306,20306,34,Afikim,31.701181,34.977512,278,0.0,2026-04-19T14:32:59+00:00
20306,20306,34,Afikim,31.700197,34.979808,76,54.0,2026-04-19T13:56:59+00:00
20301,20301,34,Afikim,31.800451,35.21379,76,0.0,2026-04-19T14:35:24+00:00
20301,20301,34,Afikim,31.794618,35.166389,247,14.0,2026-04-19T14:35:39+00:00
20301,20301,34,Afikim,31.79953,35.138713,277,65.0,2026-04-19T14:35:34+00:00
20301,20301,34,Afikim,31.806619,35.041587,271,97.0,2026-04-19T14:35:31+00:00
20301,20301,34,Afikim,31.703966,34.975128,248,0.0,2026-04-19T14:35:36+00:00
20302,20302,34,Afikim,31.699705,34.977699,202,0.0,2026-04-19T14:34:00+00:00
20302,20302,34,Afikim,31.806388,35.017745,19,36.0,2026-04-19T14:35:18+00:00
20302,20302,34,Afikim,31.804946,35.01723,23,83.0,2026-04-19T14:35:32+00:00
34928,34928,42,Malam,31.829339,35.227071,276,0.0,2026-04-19T14:35:41+00:00
34928,34928,42,Malam,31.807266,35.233971,166,17.0,2026-04-19T14:34:40+00:00
34929,34929,42,Malam,31.790057,35.246049,249,0.0,2026-04-19T14:35:25+00:00
34929,34929,42,Malam,31.808971,35.226695,312,41.0,2026-04-19T14:35:33+00:00
34929,34929,42,Malam,31.84707,35.228474,346,26.0,2026-04-19T14:35:44+00:00
20217,20217,35,,31.704816,35.004245,118,22.0,2026-04-19T14:35:12+00:00
20216,20216,35,,31.756061,34.987789,90,0.0,2026-04-19T14:34:59+00:00
20216,20216,35,,31.703586,34.984626,259,0.0,2026-04-19T14:35:24+00:00
20208,20208,15,Nateev Express,31.242628,34.797,344,0.0,2026-04-19T14:05:40+00:00
20208,20208,15,Nateev Express,31.24262,34.796714,90,0.0,2026-04-19T14:35:00+00:00
20208,20208,15,Nateev Express,31.226205,34.82373,104,0.0,2026-04-19T14:35:12+00:00
20208,20208,15,Nateev Express,31.242958,34.796772,316,0.0,2026-04-19T14:05:00+00:00
20278,20278,34,Afikim,31.795833,35.169021,229,14.0,2026-04-19T14:35:20+00:00
20272,20272,16,Kavim,31.802408,35.204868,308,54.0,2026-04-19T13:55:29+00:00
20272,20272,16,Kavim,31.769735,35.208816,174,0.0,2026-04-19T14:35:41+00:00
20272,20272,16,Kavim,31.753261,35.189628,224,0.0,2026-04-19T14:35:26+00:00
20273,20273,16,Kavim,31.754346,35.191432,30,72.0,2026-04-19T14:35:28+00:00
20273,20273,16,Kavim,31.787811,35.201679,264,0.0,2026-04-19T14:35:28+00:00
20273,20273,16,Kavim,31.799638,35.211868,88,40.0,2026-04-19T14:35:38+00:00
20273,20273,16,Kavim,31.800544,35.213863,72,0.0,2026-04-19T14:35:16+00:00
20279,20279,34,Afikim,31.717119,35.999359,132,0.0,2026-04-19T14:28:33+00:00
20279,20279,34,Afikim,31.787698,35.203857,82,0.0,2026-04-19T13:58:59+00:00
20266,20266,35,,31.852384,34.829006,285,76.0,2026-04-19T14:35:24+00:00
20267,20267,35,,31.700708,34.983398,237,76.0,2026-04-19T14:35:25+00:00
20258,20258,15,Nateev Express,31.149599,35.007968,54,22.0,2026-04-19T14:14:33+00:00
20259,20259,15,Nateev Express,31.070465,35.031837,184,7.0,2026-04-19T13:51:03+00:00
20259,20259,15,Nateev Express,32.098163,34.825763,74,0.0,2026-04-19T13:58:53+00:00
20245,20245,16,Kavim,32.566116,34.961933,193,43.0,2026-04-19T14:35:29+00:00
20249,20249,31,Nadan,31.6462,34.556583,66,0.0,2026-04-19T14:30:34+00:00
20249,20249,31,Nadan,31.65526,34.572696,274,11.0,2026-04-19T14:35:26+00:00
20297,20297,16,Kavim,31.758638,35.165744,234,0.0,2026-04-19T14:35:18+00:00
20297,20297,16,Kavim,31.761632,35.20018,68,0.0,2026-04-19T14:35:15+00:00
20297,20297,16,Kavim,31.776805,35.220157,58,0.0,2026-04-19T14:35:35+00:00
20297,20297,16,Kavim,31.784774,35.227527,9,40.0,2026-04-19T14:35:38+00:00
20297,20297,16,Kavim,31.798387,35.231914,46,22.0,2026-04-19T14:35:25+00:00
20298,20298,16,Kavim,31.790235,35.246494,218,0.0,2026-04-19T14:31:00+00:00
20298,20298,16,Kavim,31.784168,35.227176,170,43.0,2026-04-19T14:35:31+00:00
20298,20298,16,Kavim,31.771297,35.212711,226,0.0,2026-04-19T14:35:27+00:00
20298,20298,16,Kavim,31.759227,35.199546,214,0.0,2026-04-19T14:35:32+00:00
20298,20298,16,Kavim,31.756183,35.18341,314,4.0,2026-04-19T14:35:28+00:00
20298,20298,16,Kavim,31.750917,35.172374,279,43.0,2026-04-19T14:35:39+00:00
20295,20295,16,Kavim,31.821826,35.195491,56,36.0,2026-04-19T13:40:06+00:00
20295,20295,16,Kavim,31.812349,35.200824,104,32.0,2026-04-19T14:35:40+00:00
20295,20295,16,Kavim,31.804508,35.203174,188,36.0,2026-04-19T14:35:30+00:00
20295,20295,16,Kavim,31.772153,35.181961,194,0.0,2026-04-19T14:35:12+00:00
20295,20295,16,Kavim,31.769052,35.182796,172,0.0,2026-04-19T14:47:17+00:00
20295,20295,16,Kavim,31.752931,35.188743,234,7.0,2026-04-19T14:35:30+00:00
20295,20295,16,Kavim,31.751741,35.185264,225,25.0,2026-04-19T14:35:25+00:00
